Year,SMW,Date,Crop_Week,Location,Variety,PDI,Max_Temp,Min_Temp,Max_Humidity,Min_Humidity,No_of_Rainy_Days,Rainfall,Wind_Velocity,Disease,Diesease Severity,Predicted Disease
2022,36,03-09-2022 to 09-09-2022,9,Indore,JS 95-60,6.5,30.43,22.86,87.71,84.14,6,2.44,1.53,Rhizoctonia Aerial Blight,,
2022,37,10-09-2022 to 16-09-2022,10,Indore,JS 95-60,15,29.86,23.43,90.86,86.29,4,22.7,2.69,Rhizoctonia Aerial Blight,,
2022,38,17-09-2022 to 23-09-2022,11,Indore,JS 95-60,47.28,29.79,22.14,91,83,2,2.43,3.33,Rhizoctonia Aerial Blight,,
2022,39,24-09-2022 to 30-09-2022,12,Indore,JS 95-60,58.5,30,21.57,87.71,86.71,4,0.16,1.69,Rhizoctonia Aerial Blight,,
2022,40,01-10-2022 to 07-10-2022,13,Indore,JS 95-60,55.66,31.14,22.14,88.29,87.14,3,5.33,2.2,Rhizoctonia Aerial Blight,,
2022,41,08-10-2022 to 16-10-2022,14,Indore,JS 95-60,54.84,28.86,20.86,86.43,83.29,3,3.47,1.72,Rhizoctonia Aerial Blight,,
2023,35,27-08-2023 to 02-09-2023,1,Indore,JS 95-60,17.31,29.57,22.71,90.23,83.51,0,0,0.56,Rhizoctonia Aerial Blight,,
2023,36,03-09-2023 to 09-09-2023,2,Indore,JS 95-60,39.82,30.14,23.86,20.64,20.64,3,20.64,0.25,Rhizoctonia Aerial Blight,,
2023,37,10-09-2023 to 16-09-2023,3,Indore,JS 95-60,47.24,26.43,22.71,29.7,29.7,3,29.7,1.21,Rhizoctonia Aerial Blight,,
2023,38,17-09-2023 to 23-09-2023,4,Indore,JS 95-60,55.8,27.14,22,91.91,82,4,27.6,0.04,Rhizoctonia Aerial Blight,,
2023,39,24-09-2023 to 30-09-2023,5,Indore,JS 95-60,0,31.57,22.29,91.59,83.7,1,1.2,0.04,Rhizoctonia Aerial Blight,,
2023,36,03-09-2023 to 09-09-2023,6,Indore,JS 95-60,12.35,30.14,23.86,20.64,20.64,3,20.64,0.25,Anthracnose,,
2023,37,10-09-2023 to 16-09-2023,7,Indore,JS 95-60,22.93,26.43,22.71,29.7,29.7,3,29.7,1.21,Anthracnose,,
2023,38,17-09-2023 to 23-09-2023,8,Indore,JS 95-60,34.87,27.14,22,91.91,82,4,27.6,0.04,Anthracnose,,
2023,39,24-09-2023 to 03-09-2023,9,Indore,JS 95-60,43.98,31.57,22.29,91.59,83.7,1,1.2,0.04,Anthracnose,,
2024,34,19-08-2024 to 25-08-2024,1,Indore,JS 95-60,0,27.94,23.49,97.29,80.14,5,128.78,1.93,Rhizoctonia Aerial Blight,,
2024,35,26-08-2024 to 01-09-2024,2,Indore,JS 95-60,7.32,28.81,22.94,94.43,71.43,4,58.93,2.96,Rhizoctonia Aerial Blight,,
2024,36,02-09-2024 to 08-09-2024,3,Indore,JS 95-60,21.67,26.67,23.33,95,89,1,3.05,2.75,Rhizoctonia Aerial Blight,,
2024,37,09-09-2024 to 15-09-2024,4,Indore,JS 95-60,38.32,28.73,22.22,94.86,66.14,1,3.81,3.36,Rhizoctonia Aerial Blight,,
2024,38,16-09-2024 to 22-09-2024,5,Indore,JS 95-60,42.15,31.51,22.94,94.14,57,2,11.18,2.46,Rhizoctonia Aerial Blight,,
2024,39,23-09-2024 to 29-09-2024,6,Indore,JS 95-60,55.27,29.52,23.33,96.71,71.29,7,96.52,1.48,Rhizoctonia Aerial Blight,,
2024,40,30-09-2024 to 06-10-2024,7,Indore,JS 95-60,75.83,32.62,23.25,92.71,48.29,0,0,1.72,Rhizoctonia Aerial Blight,,
2024,36,02-09-2024 to 08-09-2024,1,Indore,JS 95-60,6.57,26.67,23.33,95,89,1,3.05,2.75,Bacterial Pustule,,
2024,37,09-09-2024 to 15-09-2024,2,Indore,JS 95-60,14.28,28.73,22.22,94.86,66.14,1,3.81,3.36,Bacterial Pustule,,
2024,38,16-09-2024 to 22-09-2024,3,Indore,JS 95-60,22.32,31.51,22.94,94.14,57,2,11.18,2.46,Bacterial Pustule,,
2024,39,23-09-2024 to 29-09-2024,4,Indore,JS 95-60,41.09,29.52,23.33,96.71,71.29,7,96.52,1.48,Bacterial Pustule,,
2024,40,30-09-2024 to 06-10-2024,5,Indore,JS 95-60,67.57,32.62,23.25,92.71,48.29,0,0,1.72,Bacterial Pustule,,
2024,34,19-08-2024 to 25-08-2024,1,Indore,JS 95-60,0,27.94,23.49,97.29,80.14,5,128.78,1.93,Anthracnose,,
2024,35,26-08-2024 to 01-09-2024,2,Indore,JS 95-60,0,28.81,22.94,94.43,71.43,4,58.93,2.96,Anthracnose,,
2024,36,02-09-2024 to 08-09-2024,3,Indore,JS 95-60,9.88,26.67,23.33,95,89,1,3.05,2.75,Anthracnose,,
2024,37,09-09-2024 to 15-09-2024,4,Indore,JS 95-60,21.42,28.73,22.22,94.86,66.14,1,3.81,3.36,Anthracnose,,
2024,38,16-09-2024 to 22-09-2024,5,Indore,JS 95-60,36.55,31.51,22.94,94.14,57,2,11.18,2.46,Anthracnose,,
2024,39,23-09-2024 to 29-09-2024,6,Indore,JS 95-60,42.36,29.52,23.33,96.71,71.29,7,96.52,1.48,Anthracnose,,
2024,40,30-09-2024 to 06-10-2024,7,Indore,JS 95-60,62.97,32.62,23.25,92.71,48.29,0,0,1.72,Anthracnose,,
2021,33,13-08-2021 to 19-08-2021,8,Indore,JS-335,11.11,33.4,21.2,84.3,73.7,3,83.2,0.9,Anthracnose,,
2021,34,20-08-2021 to 26-08-2021,9,Indore,JS-335,16.11,33.2,21,91.4,74.9,2,10.6,0.75,Anthracnose,,
2021,35,27-08-2021 to 02-09-2021,10,Indore,JS-335,22.23,23.5,15.1,63.1,59,3,74.8,0.2,Anthracnose,,
2021,36,03-09-2021 to 09-09-2021,11,Indore,JS-335,35.12,32,20.7,93.7,82.3,6,213.4,,Anthracnose,,
2021,37,10-09-2021 to 16-09-2021,12,Indore,JS-335,35.12,31,21,90.9,83,4,63.2,0.73,Anthracnose,,
2021,38,17-09-2021 to 23-09-2021,13,Indore,JS-335,38.26,31.4,20.7,93.1,77.6,2,12.8,0.94,Anthracnose,,
2021,39,24-09-2021 to 30-09-2021,14,Indore,JS-335,45.12,31.7,20.6,95.4,90,4,77.2,0.5,Anthracnose,,
2021,40,01-10-2021 to 07-10-2021,15,Indore,JS-335,45.66,33.2,20.6,92,82,3,114.4,,Anthracnose,,
2021,36,03-09-2021 to 09-09-2021,11,Indore,JS-335,23.12,32,20.7,93.7,82.3,6,213.4,,Charcoal Rot,,
2021,37,10-09-2021 to 16-09-2021,12,Indore,JS-335,55.12,31,21,90.9,83,4,63.2,0.73,Charcoal Rot,,
2021,38,17-09-2021 to 23-09-2021,13,Indore,JS-335,72.12,31.4,20.7,93.1,77.6,2,12.8,0.94,Charcoal Rot,,
2021,39,24-09-2021 to 30-09-2021,14,Indore,JS-335,72.12,31.7,20.6,95.4,90,4,77.2,0.5,Charcoal Rot,,
2021,40,01-10-2021 to 07-10-2021,15,Indore,JS-335,72.12,33.2,20.6,92,82,3,114.4,,Charcoal Rot,,
2022,35,27-08-2022 to 02-09-2022,8,Indore,JS-335,0,29.43,22.71,87.14,84.14,2,10.49,1.37,Anthracnose,,
2022,36,03-09-2022 to 09-09-2022,9,Indore,JS-335,0,30.43,22.86,87.71,84.14,3,2.44,1.53,Anthracnose,,
2022,37,10-09-2022 to 16-09-2022,10,Indore,JS-335,0,29.86,23.43,90.86,86.29,6,22.7,2.69,Anthracnose,,
2022,38,17-09-2022 to 23-09-2022,11,Indore,JS-335,20.21,29.79,22.14,91,83,4,2.43,3.33,Anthracnose,,
2022,39,24-09-2022 to 30-09-2022,12,Indore,JS-335,28.44,30,21.57,87.71,86.71,2,0.16,1.69,Anthracnose,,
2022,40,01-10-2022 to 07-10-2022,13,Indore,JS-335,27.94,31.14,22.14,88.29,87.14,4,5.33,2.2,Anthracnose,,
2022,41,08-10-2022 to 16-10-2022,14,Indore,JS-335,46.54,28.86,20.86,86.43,83.29,3,3.47,1.72,Anthracnose,,
2022,35,27-08-2022 to 02-09-2022,8,Indore,JS-335,0,29.43,22.71,87.14,84.14,6,10.49,1.37,Rhizoctonia Aerial Blight,,
2022,36,03-09-2022 to 09-09-2022,9,Indore,JS-335,0,30.43,22.86,87.71,84.14,4,2.44,1.53,Rhizoctonia Aerial Blight,,
2022,37,10-09-2022 to 16-09-2022,10,Indore,JS-335,0,29.86,23.43,90.86,86.29,2,22.7,2.69,Rhizoctonia Aerial Blight,,
2022,38,17-09-2022 to 23-09-2022,11,Indore,JS-335,50.33,29.79,22.14,91,83,4,2.43,3.33,Rhizoctonia Aerial Blight,,
2022,39,24-09-2022 to 30-09-2022,12,Indore,JS-335,43.17,30,21.57,87.71,86.71,3,0.16,1.69,Rhizoctonia Aerial Blight,,
2022,40,01-10-2022 to 07-10-2022,13,Indore,JS-335,48.94,31.14,22.14,88.29,87.14,4,5.33,2.2,Rhizoctonia Aerial Blight,,
2022,41,08-10-2022 to 16-10-2022,14,Indore,JS-335,42.06,28.86,20.86,86.43,83.29,3,3.47,1.72,Rhizoctonia Aerial Blight,,
2023,35,27-08-2023 to 02-09-2023,1,Indore,JS-335,0,29.57,22.71,90.23,83.51,0,0,0.56,Rhizoctonia Aerial Blight,,
2023,36,03-09-2023 to 09-09-2023,2,Indore,JS-335,4.29,30.14,23.86,20.64,20.64,3,20.64,0.25,Rhizoctonia Aerial Blight,,
2023,37,10-09-2023 to 16-09-2023,3,Indore,JS-335,11.33,26.43,22.71,29.7,29.7,3,29.7,1.21,Rhizoctonia Aerial Blight,,
2023,38,17-09-2023 to 23-09-2023,4,Indore,JS-335,15.69,27.14,22,91.91,82,4,27.6,0.04,Rhizoctonia Aerial Blight,,
2023,39,24-09-2023 to 30-09-2023,5,Indore,JS-335,19.17,31.57,22.29,91.59,83.7,1,1.2,0.04,Rhizoctonia Aerial Blight,,
2023,36,03-09-2023 to 09-09-2023,6,Indore,JS-335,9.27,30.14,23.86,20.64,20.64,3,20.64,0.25,Anthracnose,,
2023,37,10-09-2023 to 16-09-2023,7,Indore,JS-335,15.32,26.43,22.71,29.7,29.7,3,29.7,1.21,Anthracnose,,
2023,38,17-09-2023 to 23-09-2023,8,Indore,JS-335,19.88,27.14,22,91.91,82,4,27.6,0.04,Anthracnose,,
2023,39,24-09-2023 to 03-09-2023,9,Indore,JS-335,28.45,31.57,22.29,91.59,83.7,1,1.2,0.04,Anthracnose,,
2024,34,19-08-2024 to 25-08-2024,1,Indore,JS-335,5.33,27.94,23.49,97.29,80.14,5,128.78,1.93,Rhizoctonia Aerial Blight,,
2024,35,26-08-2024 to 01-09-2024,2,Indore,JS-335,14.31,28.81,22.94,94.43,71.43,4,58.93,2.96,Rhizoctonia Aerial Blight,,
2024,36,02-09-2024 to 08-09-2024,3,Indore,JS-335,24.21,26.67,23.33,95,89,1,3.05,2.75,Rhizoctonia Aerial Blight,,
2024,37,09-09-2024 to 15-09-2024,4,Indore,JS-335,43.98,28.73,22.22,94.86,66.14,1,3.81,3.36,Rhizoctonia Aerial Blight,,
2024,38,16-09-2024 to 22-09-2024,5,Indore,JS-335,62.98,31.51,22.94,94.14,57,2,11.18,2.46,Rhizoctonia Aerial Blight,,
2024,39,23-09-2024 to 29-09-2024,6,Indore,JS-335,72.5,29.52,23.33,96.71,71.29,7,96.52,1.48,Rhizoctonia Aerial Blight,,
2024,40,30-09-2024 to 06-10-2024,7,Indore,JS-335,80.14,32.62,23.25,92.71,48.29,0,0,1.72,Rhizoctonia Aerial Blight,,
2024,36,02-09-2024 to 08-09-2024,1,Indore,JS-335,0,26.67,23.33,95,89,1,3.05,2.75,Bacterial Pustule,,
2024,37,09-09-2024 to 15-09-2024,2,Indore,JS-335,0,28.73,22.22,94.86,66.14,1,3.81,3.36,Bacterial Pustule,,
2024,38,16-09-2024 to 22-09-2024,3,Indore,JS-335,3.67,31.51,22.94,94.14,57,2,11.18,2.46,Bacterial Pustule,,
2024,39,23-09-2024 to 29-09-2024,4,Indore,JS-335,12.5,29.52,23.33,96.71,71.29,7,96.52,1.48,Bacterial Pustule,,
2024,40,30-09-2024 to 06-10-2024,5,Indore,JS-335,17.41,32.62,23.25,92.71,48.29,0,0,1.72,Bacterial Pustule,,
2024,34,19-08-2024 to 25-08-2024,1,Indore,JS-335,0,27.94,23.49,97.29,80.14,5,128.78,1.93,Anthracnose,,
2024,35,26-08-2024 to 01-09-2024,2,Indore,JS-335,14.55,28.81,22.94,94.43,71.43,4,58.93,2.96,Anthracnose,,
2024,36,02-09-2024 to 08-09-2024,3,Indore,JS-335,22.17,26.67,23.33,95,89,1,3.05,2.75,Anthracnose,,
2024,37,09-09-2024 to 15-09-2024,4,Indore,JS-335,34.89,28.73,22.22,94.86,66.14,1,3.81,3.36,Anthracnose,,
2024,38,16-09-2024 to 22-09-2024,5,Indore,JS-335,52.41,31.51,22.94,94.14,57,2,11.18,2.46,Anthracnose,,
2024,39,23-09-2024 to 29-09-2024,6,Indore,JS-335,63.38,29.52,23.33,96.71,71.29,7,96.52,1.48,Anthracnose,,
2024,40,30-09-2024 to 06-10-2024,7,Indore,JS-335,72.21,32.62,23.25,92.71,48.29,0,0,1.72,Anthracnose,,
2021,33,13-08-2021 to 19-08-2021,8,Indore,Shivalik,11.11,33.4,21.2,84.3,73.7,3,83.2,0.9,Anthracnose,,
2021,34,20-08-2021 to 26-08-2021,9,Indore,Shivalik,16.11,33.2,21,91.4,74.9,2,10.6,0.75,Anthracnose,,
2021,35,27-08-2021 to 02-09-2021,10,Indore,Shivalik,22.23,23.5,15.1,63.1,59,3,74.8,0.2,Anthracnose,,
2021,36,03-09-2021 to 09-09-2021,11,Indore,Shivalik,35.12,32,20.7,93.7,82.3,6,213.4,,Anthracnose,,
2021,37,10-09-2021 to 16-09-2021,12,Indore,Shivalik,35.12,31,21,90.9,83,4,63.2,0.73,Anthracnose,,
2021,38,17-09-2021 to 23-09-2021,13,Indore,Shivalik,38.26,31.4,20.7,93.1,77.6,2,12.8,0.94,Anthracnose,,
2021,39,24-09-2021 to 30-09-2021,14,Indore,Shivalik,38.26,31.7,20.6,95.4,90,4,77.2,0.5,Anthracnose,,
2021,40,01-10-2021 to 07-10-2021,15,Indore,Shivalik,38.26,33.2,20.6,92,82,3,114.4,,Anthracnose,,
2021,36,03-09-2021 to 09-09-2021,11,Indore,Shivalik,22.12,32,20.7,93.7,82.3,6,213.4,,Charcoal Rot,,
2021,37,10-09-2021 to 16-09-2021,12,Indore,Shivalik,45.56,31,21,90.9,83,4,63.2,0.73,Charcoal Rot,,
2021,38,17-09-2021 to 23-09-2021,13,Indore,Shivalik,65.12,31.4,20.7,93.1,77.6,2,12.8,0.94,Charcoal Rot,,
2021,39,24-09-2021 to 30-09-2021,14,Indore,Shivalik,72.12,31.7,20.6,95.4,90,4,77.2,0.5,Charcoal Rot,,
2021,40,01-10-2021 to 07-10-2021,15,Indore,Shivalik,72.12,33.2,20.6,92,82,3,114.4,,Charcoal Rot,,
2022,35,27-08-2022 to 02-09-2022,8,Indore,Shivalik,0,29.43,22.71,87.14,84.14,0,10.49,1.37,Anthracnose,,
2022,36,03-09-2022 to 09-09-2022,9,Indore,Shivalik,0,30.43,22.86,87.71,84.14,3,2.44,1.53,Anthracnose,,
2022,37,10-09-2022 to 16-09-2022,10,Indore,Shivalik,0,29.86,23.43,90.86,86.29,2,22.7,2.69,Anthracnose,,
2022,38,17-09-2022 to 23-09-2022,11,Indore,Shivalik,10.3,29.79,22.14,91,83,3,2.43,3.33,Anthracnose,,
2022,39,24-09-2022 to 30-09-2022,12,Indore,Shivalik,11.5,30,21.57,87.71,86.71,6,0.16,1.69,Anthracnose,,
2022,40,01-10-2022 to 07-10-2022,13,Indore,Shivalik,1.73,31.14,22.14,88.29,87.14,4,5.33,2.2,Anthracnose,,
2022,41,08-10-2022 to 16-10-2022,14,Indore,Shivalik,17.71,28.86,20.86,86.43,83.29,2,3.47,1.72,Anthracnose,,
2022,35,27-08-2022 to 02-09-2022,8,Indore,Shivalik,0,29.43,22.71,87.14,84.14,4,10.49,1.37,Rhizoctonia Aerial Blight,,
2022,36,03-09-2022 to 09-09-2022,9,Indore,Shivalik,0,30.43,22.86,87.71,84.14,3,2.44,1.53,Rhizoctonia Aerial Blight,,
2022,37,10-09-2022 to 16-09-2022,10,Indore,Shivalik,0,29.86,23.43,90.86,86.29,6,22.7,2.69,Rhizoctonia Aerial Blight,,
2022,38,17-09-2022 to 23-09-2022,11,Indore,Shivalik,27.32,29.79,22.14,91,83,4,2.43,3.33,Rhizoctonia Aerial Blight,,
2022,39,24-09-2022 to 30-09-2022,12,Indore,Shivalik,29.23,30,21.57,87.71,86.71,2,0.16,1.69,Rhizoctonia Aerial Blight,,
2022,40,01-10-2022 to 07-10-2022,13,Indore,Shivalik,27.11,31.14,22.14,88.29,87.14,4,5.33,2.2,Rhizoctonia Aerial Blight,,
2022,41,08-10-2022 to 16-10-2022,14,Indore,Shivalik,32.67,28.86,20.86,86.43,83.29,3,3.47,1.72,Rhizoctonia Aerial Blight,,
2023,35,27-08-2023 to 02-09-2023,1,Indore,Shivalik,0,29.57,22.71,90.23,83.51,0,0,0.56,Rhizoctonia Aerial Blight,,
2023,36,03-09-2023 to 09-09-2023,2,Indore,Shivalik,3.18,30.14,23.86,20.64,20.64,3,20.64,0.25,Rhizoctonia Aerial Blight,,
2023,37,10-09-2023 to 16-09-2023,3,Indore,Shivalik,5.22,26.43,22.71,29.7,29.7,3,29.7,1.21,Rhizoctonia Aerial Blight,,
2023,38,17-09-2023 to 23-09-2023,4,Indore,Shivalik,9.07,27.14,22,91.91,82,4,27.6,0.04,Rhizoctonia Aerial Blight,,
2023,39,24-09-2023 to 30-09-2023,5,Indore,Shivalik,10.41,31.57,22.29,91.59,83.7,1,1.2,0.04,Rhizoctonia Aerial Blight,,
2023,36,03-09-2023 to 09-09-2023,6,Indore,Shivalik,9.46,30.14,23.86,20.64,20.64,3,20.64,0.25,Anthracnose,,
2023,37,10-09-2023 to 16-09-2023,7,Indore,Shivalik,21.99,26.43,22.71,29.7,29.7,3,29.7,1.21,Anthracnose,,
2023,38,17-09-2023 to 23-09-2023,8,Indore,Shivalik,30.56,27.14,22,91.91,82,4,27.6,0.04,Anthracnose,,
2023,39,24-09-2023 to 03-09-2023,9,Indore,Shivalik,35.27,31.57,22.29,91.59,83.7,1,1.2,0.04,Anthracnose,,
2024,34,19-08-2024 to 25-08-2024,1,Indore,Shivalik,0,27.94,23.49,97.29,80.14,5,128.78,1.93,Rhizoctonia Aerial Blight,,
2024,35,26-08-2024 to 01-09-2024,2,Indore,Shivalik,4.68,28.81,22.94,94.43,71.43,4,58.93,2.96,Rhizoctonia Aerial Blight,,
2024,36,02-09-2024 to 08-09-2024,3,Indore,Shivalik,11.35,26.67,23.33,95,89,1,3.05,2.75,Rhizoctonia Aerial Blight,,
2024,37,09-09-2024 to 15-09-2024,4,Indore,Shivalik,23.47,28.73,22.22,94.86,66.14,1,3.81,3.36,Rhizoctonia Aerial Blight,,
2024,38,16-09-2024 to 22-09-2024,5,Indore,Shivalik,49.32,31.51,22.94,94.14,57,2,11.18,2.46,Rhizoctonia Aerial Blight,,
2024,39,23-09-2024 to 29-09-2024,6,Indore,Shivalik,81.43,29.52,23.33,96.71,71.29,7,96.52,1.48,Rhizoctonia Aerial Blight,,
2024,40,30-09-2024 to 06-10-2024,7,Indore,Shivalik,93.5,32.62,23.25,92.71,48.29,0,0,1.72,Rhizoctonia Aerial Blight,,
2024,36,02-09-2024 to 08-09-2024,1,Indore,Shivalik,0,26.67,23.33,95,89,1,3.05,2.75,Bacterial Pustule,,
2024,37,09-09-2024 to 15-09-2024,2,Indore,Shivalik,0,28.73,22.22,94.86,66.14,1,3.81,3.36,Bacterial Pustule,,
2024,38,16-09-2024 to 22-09-2024,3,Indore,Shivalik,2.8,31.51,22.94,94.14,57,2,11.18,2.46,Bacterial Pustule,,
2024,39,23-09-2024 to 29-09-2024,4,Indore,Shivalik,7.74,29.52,23.33,96.71,71.29,7,96.52,1.48,Bacterial Pustule,,
2024,40,30-09-2024 to 06-10-2024,5,Indore,Shivalik,17.66,32.62,23.25,92.71,48.29,0,0,1.72,Bacterial Pustule,,
2024,34,19-08-2024 to 25-08-2024,1,Indore,Shivalik,0,27.94,23.49,97.29,80.14,5,128.78,1.93,Anthracnose,,
2024,35,26-08-2024 to 01-09-2024,2,Indore,Shivalik,8.33,28.81,22.94,94.43,71.43,4,58.93,2.96,Anthracnose,,
2024,36,02-09-2024 to 08-09-2024,3,Indore,Shivalik,13.65,26.67,23.33,95,89,1,3.05,2.75,Anthracnose,,
2024,37,09-09-2024 to 15-09-2024,4,Indore,Shivalik,26.95,28.73,22.22,94.86,66.14,1,3.81,3.36,Anthracnose,,
2024,38,16-09-2024 to 22-09-2024,5,Indore,Shivalik,41.98,31.51,22.94,94.14,57,2,11.18,2.46,Anthracnose,,
2024,39,23-09-2024 to 29-09-2024,6,Indore,Shivalik,66.2,29.52,23.33,96.71,71.29,7,96.52,1.48,Anthracnose,,
2024,40,30-09-2024 to 06-10-2024,7,Indore,Shivalik,79.15,32.62,23.25,92.71,48.29,0,0,1.72,Anthracnose,,
2021,33,13-08-2021 to 19-08-2021,8,Indore,JS93-05,23.12,33.4,21.2,84.3,73.7,3,83.2,0.9,Anthracnose,,
2021,34,20-08-2021 to 26-08-2021,9,Indore,JS93-05,25.12,33.2,21,91.4,74.9,2,10.6,0.75,Anthracnose,,
2021,35,27-08-2021 to 02-09-2021,10,Indore,JS93-05,30.12,23.5,15.1,63.1,59,3,74.8,0.2,Anthracnose,,
2021,36,03-09-2021 to 09-09-2021,11,Indore,JS93-05,35.12,32,20.7,93.7,82.3,6,213.4,,Anthracnose,,
2021,37,10-09-2021 to 16-09-2021,12,Indore,JS93-05,35.12,31,21,90.9,83,4,63.2,0.73,Anthracnose,,
2021,38,17-09-2021 to 23-09-2021,13,Indore,JS93-05,35.12,31.4,20.7,93.1,77.6,2,12.8,0.94,Anthracnose,,
2021,39,24-09-2021 to 30-09-2021,14,Indore,JS93-05,0,31.7,20.6,95.4,90,4,77.2,0.5,Anthracnose,,
2021,40,01-10-2021 to 07-10-2021,15,Indore,JS93-05,0,33.2,20.6,92,82,3,114.4,,Anthracnose,,
2021,36,03-09-2021 to 09-09-2021,11,Indore,JS93-05,12.12,32,20.7,93.7,82.3,6,213.4,,Charcoal Rot,,
2021,37,10-09-2021 to 16-09-2021,12,Indore,JS93-05,32.12,31,21,90.9,83,4,63.2,0.73,Charcoal Rot,,
2021,38,17-09-2021 to 23-09-2021,13,Indore,JS93-05,55.12,31.4,20.7,93.1,77.6,2,12.8,0.94,Charcoal Rot,,
2021,39,24-09-2021 to 30-09-2021,14,Indore,JS93-05,0,31.7,20.6,95.4,90,4,77.2,0.5,Charcoal Rot,,
2021,40,01-10-2021 to 07-10-2021,15,Indore,JS93-05,0,33.2,20.6,92,82,3,114.4,,Charcoal Rot,,
2022,35,27-08-2022 to 02-09-2022,8,Indore,JS93-05,0,29.43,22.71,87.14,84.14,0,10.49,1.37,Anthracnose,,
2022,36,03-09-2022 to 09-09-2022,9,Indore,JS93-05,0,30.43,22.86,87.71,84.14,3,2.44,1.53,Anthracnose,,
2022,37,10-09-2022 to 16-09-2022,10,Indore,JS93-05,13.5,29.86,23.43,90.86,86.29,2,22.7,2.69,Anthracnose,,
2022,38,17-09-2022 to 23-09-2022,11,Indore,JS93-05,11.24,29.79,22.14,91,83,3,2.43,3.33,Anthracnose,,
2022,39,24-09-2022 to 30-09-2022,12,Indore,JS93-05,35.66,30,21.57,87.71,86.71,6,0.16,1.69,Anthracnose,,
2022,40,01-10-2022 to 07-10-2022,13,Indore,JS93-05,33.17,31.14,22.14,88.29,87.14,4,5.33,2.2,Anthracnose,,
2022,41,08-10-2022 to 16-10-2022,14,Indore,JS93-05,48.61,28.86,20.86,86.43,83.29,2,3.47,1.72,Anthracnose,,
2022,35,27-08-2022 to 02-09-2022,8,Indore,JS93-05,0,29.43,22.71,87.14,84.14,4,10.49,1.37,Rhizoctonia Aerial Blight,,
2022,36,03-09-2022 to 09-09-2022,9,Indore,JS93-05,0,30.43,22.86,87.71,84.14,3,2.44,1.53,Rhizoctonia Aerial Blight,,
2022,37,10-09-2022 to 16-09-2022,10,Indore,JS93-05,13.5,29.86,23.43,90.86,86.29,6,22.7,2.69,Rhizoctonia Aerial Blight,,
2022,38,17-09-2022 to 23-09-2022,11,Indore,JS93-05,39.61,29.79,22.14,91,83,4,2.43,3.33,Rhizoctonia Aerial Blight,,
2022,39,24-09-2022 to 30-09-2022,12,Indore,JS93-05,49.55,30,21.57,87.71,86.71,2,0.16,1.69,Rhizoctonia Aerial Blight,,
2022,40,01-10-2022 to 07-10-2022,13,Indore,JS93-05,45.15,31.14,22.14,88.29,87.14,4,5.33,2.2,Rhizoctonia Aerial Blight,,
2022,41,08-10-2022 to 16-10-2022,14,Indore,JS93-05,56.64,28.86,20.86,86.43,83.29,3,3.47,1.72,Rhizoctonia Aerial Blight,,
2023,35,27-08-2023 to 02-09-2023,1,Indore,JS93-05,49.56,29.57,22.71,90.23,83.51,0,0,0.56,Rhizoctonia Aerial Blight,,
2023,36,03-09-2023 to 09-09-2023,2,Indore,JS93-05,60.22,30.14,23.86,20.64,20.64,3,20.64,0.25,Rhizoctonia Aerial Blight,,
2023,37,10-09-2023 to 16-09-2023,3,Indore,JS93-05,63.78,26.43,22.71,29.7,29.7,3,29.7,1.21,Rhizoctonia Aerial Blight,,
2023,38,17-09-2023 to 23-09-2023,4,Indore,JS93-05,64.89,27.14,22,91.91,82,4,27.6,0.04,Rhizoctonia Aerial Blight,,
2023,39,24-09-2023 to 30-09-2023,5,Indore,JS93-05,0,31.57,22.29,91.59,83.7,1,1.2,0.04,Rhizoctonia Aerial Blight,,
2023,36,03-09-2023 to 09-09-2023,6,Indore,JS93-05,5.02,30.14,23.86,20.64,20.64,3,20.64,0.25,Anthracnose,,
2023,37,10-09-2023 to 16-09-2023,7,Indore,JS93-05,12.38,26.43,22.71,29.7,29.7,3,29.7,1.21,Anthracnose,,
2023,38,17-09-2023 to 23-09-2023,8,Indore,JS93-05,26.37,27.14,22,91.91,82,4,27.6,0.04,Anthracnose,,
2023,39,24-09-2023 to 03-09-2023,9,Indore,JS93-05,38.35,31.57,22.29,91.59,83.7,1,1.2,0.04,Anthracnose,,
2024,34,19-08-2024 to 25-08-2024,1,Indore,JS93-05,3.56,27.94,23.49,97.29,80.14,5,128.78,1.93,Rhizoctonia Aerial Blight,,
2024,35,26-08-2024 to 01-09-2024,2,Indore,JS93-05,12.08,28.81,22.94,94.43,71.43,4,58.93,2.96,Rhizoctonia Aerial Blight,,
2024,36,02-09-2024 to 08-09-2024,3,Indore,JS93-05,22.35,26.67,23.33,95,89,1,3.05,2.75,Rhizoctonia Aerial Blight,,
2024,37,09-09-2024 to 15-09-2024,4,Indore,JS93-05,27.18,28.73,22.22,94.86,66.14,1,3.81,3.36,Rhizoctonia Aerial Blight,,
2024,38,16-09-2024 to 22-09-2024,5,Indore,JS93-05,41.5,31.51,22.94,94.14,57,2,11.18,2.46,Rhizoctonia Aerial Blight,,
2024,39,23-09-2024 to 29-09-2024,6,Indore,JS93-05,76.51,29.52,23.33,96.71,71.29,7,96.52,1.48,Rhizoctonia Aerial Blight,,
2024,40,30-09-2024 to 06-10-2024,7,Indore,JS93-05,95.28,32.62,23.25,92.71,48.29,0,0,1.72,Rhizoctonia Aerial Blight,,
